run_id,harness,model,family,condition,rep,original_valid,original_raw_F,original_raw_S,original_raw_U,original_F,original_S,original_U,original_outcome,termination,original_result,review_status,revised_valid,revised_F,revised_S,revised_U,revised_outcome,replay_existing,replay_feature,replay_invariant,corrected_replay_existing,corrected_replay_feature,corrected_replay_invariant,service_sha256,patch_sha256,submitted_service,saved_patch,original_replay_agrees,original_replay_log,revised_replay_log,full_contract_adjudication,X06_mixed_fixture_mechanism
a34fc2b309f4df92e0e123a6,MiniSWE,QwenNext,F08,N,2,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/a34fc2b309f4df92e0e123a6/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
e066f6216859f4ea01a27e31,MiniSWE,QwenNext,F08,C,1,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/e066f6216859f4ea01a27e31/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
419204b051a6231e867d0ddf,MiniSWE,QwenNext,F08,C,2,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/419204b051a6231e867d0ddf/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
07f62830ba9986be23495a2b,MiniSWE,QwenNext,F08,I,1,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/07f62830ba9986be23495a2b/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
738791854c158884a15d85e1,MiniSWE,QwenNext,F08,I,2,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/738791854c158884a15d85e1/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
6b77810ceb2d7f7c52f1a76c,MiniSWE,QwenNext,F08,B,1,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/6b77810ceb2d7f7c52f1a76c/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
e7a9c4ff37f045a130304194,MiniSWE,QwenNext,F08,B,2,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/e7a9c4ff37f045a130304194/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
0ddcc8f5ad6c440f896d375a,MiniSWE,QwenNext,F17,N,1,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/0ddcc8f5ad6c440f896d375a/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
60109255eb955e7c86443dcc,MiniSWE,QwenNext,F17,N,2,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/60109255eb955e7c86443dcc/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
1b1936908cf6d55e5f7f7612,MiniSWE,QwenNext,F17,C,1,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/1b1936908cf6d55e5f7f7612/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
c8d6e945e017b06e3a9ecd48,MiniSWE,QwenNext,F17,C,2,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/c8d6e945e017b06e3a9ecd48/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
347799b220b32d70503cfe0c,MiniSWE,QwenNext,F17,I,1,True,True,False,True,True,False,True,F_PASS_S_FAIL,LimitsExceeded,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/347799b220b32d70503cfe0c/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
6822e26005fa599b4cd3cf6f,MiniSWE,QwenNext,F17,I,2,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/6822e26005fa599b4cd3cf6f/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
40fa2b162c4f259b737289b3,MiniSWE,QwenNext,F17,B,1,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/40fa2b162c4f259b737289b3/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
a05a21dcd839a1476e58270f,MiniSWE,QwenNext,F17,B,2,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/a05a21dcd839a1476e58270f/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
7d74824f43f9f6a90ba3378b,MiniSWE,QwenNext,F20,N,1,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/7d74824f43f9f6a90ba3378b/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
9280475d8efbf19e65b80605,MiniSWE,QwenNext,F20,N,2,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/9280475d8efbf19e65b80605/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
3bcbbb3c826c24d4419fda2b,MiniSWE,QwenNext,F20,C,1,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/3bcbbb3c826c24d4419fda2b/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
4b073213532c72384b3ce5cd,MiniSWE,QwenNext,F20,C,2,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/4b073213532c72384b3ce5cd/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
95143ec13496823429646480,MiniSWE,QwenNext,F20,I,1,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/95143ec13496823429646480/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
9570d6bedf4f9ea75acf2284,MiniSWE,QwenNext,F20,I,2,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/9570d6bedf4f9ea75acf2284/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
87ca3fceab71751263547eb7,MiniSWE,QwenNext,F20,B,1,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/87ca3fceab71751263547eb7/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
17fa30ce0044805cae644905,MiniSWE,QwenNext,F20,B,2,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/17fa30ce0044805cae644905/result.json,not_replayed_unaffected_family,True,True,False,True,F_PASS_S_FAIL,,,,,,,,,,,,,,,
9109b15085f076175770461c,MiniSWE,QwenNext,X02,N,1,True,False,True,False,False,True,False,F_FAIL_S_PASS,LimitsExceeded,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/9109b15085f076175770461c/result.json,not_replayed_unaffected_family,True,False,True,False,F_FAIL_S_PASS,,,,,,,,,,,,,,,
58984699b9e279c20510c3d6,MiniSWE,QwenNext,X02,N,2,True,False,True,False,False,True,False,F_FAIL_S_PASS,LimitsExceeded,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/58984699b9e279c20510c3d6/result.json,not_replayed_unaffected_family,True,False,True,False,F_FAIL_S_PASS,,,,,,,,,,,,,,,
c82a54b725cfa58b08a01a2c,MiniSWE,QwenNext,X02,C,1,True,False,True,False,False,True,False,F_FAIL_S_PASS,REPEATED_POLICY_VIOLATION,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/c82a54b725cfa58b08a01a2c/result.json,not_replayed_unaffected_family,True,False,True,False,F_FAIL_S_PASS,,,,,,,,,,,,,,,
f1efcbc5e38fa0a750bb6fbb,MiniSWE,QwenNext,X02,C,2,True,False,True,False,False,True,False,F_FAIL_S_PASS,LimitsExceeded,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/f1efcbc5e38fa0a750bb6fbb/result.json,not_replayed_unaffected_family,True,False,True,False,F_FAIL_S_PASS,,,,,,,,,,,,,,,
66ccea2b856a3c0b05945f32,MiniSWE,QwenNext,X02,I,1,True,False,True,False,False,True,False,F_FAIL_S_PASS,LimitsExceeded,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/66ccea2b856a3c0b05945f32/result.json,not_replayed_unaffected_family,True,False,True,False,F_FAIL_S_PASS,,,,,,,,,,,,,,,
aa515545b1a06b3e7e139494,MiniSWE,QwenNext,X02,I,2,True,False,True,False,False,True,False,F_FAIL_S_PASS,REPEATED_POLICY_VIOLATION,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/aa515545b1a06b3e7e139494/result.json,not_replayed_unaffected_family,True,False,True,False,F_FAIL_S_PASS,,,,,,,,,,,,,,,
fb347842662f449a7619327d,MiniSWE,QwenNext,X02,B,1,True,False,True,False,False,True,False,F_FAIL_S_PASS,REPEATED_POLICY_VIOLATION,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/fb347842662f449a7619327d/result.json,not_replayed_unaffected_family,True,False,True,False,F_FAIL_S_PASS,,,,,,,,,,,,,,,
c763215aa47a8a9332b837c6,MiniSWE,QwenNext,X02,B,2,True,False,True,False,False,True,False,F_FAIL_S_PASS,REPEATED_POLICY_VIOLATION,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/c763215aa47a8a9332b837c6/result.json,not_replayed_unaffected_family,True,False,True,False,F_FAIL_S_PASS,,,,,,,,,,,,,,,
fddc499b20fd9cf814fb4c1c,MiniSWE,QwenNext,X05,N,1,True,True,False,True,True,False,True,F_PASS_S_FAIL,Submitted,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/fddc499b20fd9cf814fb4c1c/result.json,bounded_witness_reproduced,True,True,False,True,F_PASS_S_FAIL,PASS,PASS,FAIL,PASS,PASS,FAIL,5cd3c1fc0c852ca3038e0a9b2e095c4ad099cc2bf896c1b2f465ad5a51b5e998,50324c9a9377554f610247b256b2a30779b5267a0eb618a382460f2a72773897,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/fddc499b20fd9cf814fb4c1c/working-copy/app/service.py,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/fddc499b20fd9cf814fb4c1c/final.patch,True,/home/anjum/contract-validity-review-20260906-v1/replays/fddc499b20fd9cf814fb4c1c/evaluator-original.json,/home/anjum/contract-validity-review-20260906-v1/replays/fddc499b20fd9cf814fb4c1c/evaluator-correction-v1.json,confirmed_focal_violation,
1c98a361d5c5b7c7ce880444,MiniSWE,QwenNext,X05,N,2,True,False,True,False,False,True,False,F_FAIL_S_PASS,REPEATED_POLICY_VIOLATION,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/1c98a361d5c5b7c7ce880444/result.json,bounded_witness_reproduced,True,False,True,False,F_FAIL_S_PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,810859733321c3672e1a8f36e141045868e572e0d747ec467de188934b7b1502,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/1c98a361d5c5b7c7ce880444/working-copy/app/service.py,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/1c98a361d5c5b7c7ce880444/final.patch,True,/home/anjum/contract-validity-review-20260906-v1/replays/1c98a361d5c5b7c7ce880444/evaluator-original.json,/home/anjum/contract-validity-review-20260906-v1/replays/1c98a361d5c5b7c7ce880444/evaluator-correction-v1.json,not_functionally_complete,
65d8ca72148627169e1fb8a3,MiniSWE,QwenNext,X05,C,1,True,False,True,False,False,True,False,F_FAIL_S_PASS,REPEATED_POLICY_VIOLATION,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/65d8ca72148627169e1fb8a3/result.json,bounded_witness_reproduced,True,False,True,False,F_FAIL_S_PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,810859733321c3672e1a8f36e141045868e572e0d747ec467de188934b7b1502,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/65d8ca72148627169e1fb8a3/working-copy/app/service.py,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/65d8ca72148627169e1fb8a3/final.patch,True,/home/anjum/contract-validity-review-20260906-v1/replays/65d8ca72148627169e1fb8a3/evaluator-original.json,/home/anjum/contract-validity-review-20260906-v1/replays/65d8ca72148627169e1fb8a3/evaluator-correction-v1.json,not_functionally_complete,
3a2ea31f716c8504d37dc8a6,MiniSWE,QwenNext,X05,C,2,True,False,True,False,False,True,False,F_FAIL_S_PASS,REPEATED_POLICY_VIOLATION,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/3a2ea31f716c8504d37dc8a6/result.json,bounded_witness_reproduced,True,False,True,False,F_FAIL_S_PASS,PASS,FAIL,PASS,PASS,FAIL,PASS,810859733321c3672e1a8f36e141045868e572e0d747ec467de188934b7b1502,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/3a2ea31f716c8504d37dc8a6/working-copy/app/service.py,/home/anjum/final-13-audit-20260906/evidence/controlled-synthetic-final-13-qwen3-coder-next-native-recommended-v2/3a2ea31f716c8504d37dc8a6/final.patch,True,/home/anjum/contract-validity-review-20260906-v1/replays/3a2ea31f716c8504d37dc8a6/evaluator-original.json,/home/anjum/contract-validity-review-20260906-v1/replays/3a2ea31f716c8504d37dc8a6/evaluator-correction-v1.json,not_functionally_complete,
